id,company,date,opinion,rating,source,score_sentiment,score,rating_sentiment,rating op 100,score op 100,vader_neg,vader_neu,vader_pos,vader_compound,sentiment,roberta_neg,roberta_neu,roberta_pos
280,cronos,17/07/2018,"Excellent support -sized independence space for growth and learning, standard processes for employee internal companies that do similar work",3.0,glassdoor,positive,0.25,positive,50,75,0.0,0.64,0.36,0.8402,positive,0.00728291179984808,0.08632035553455353,0.9063966274261475
281,cronos,23/06/2018,"Everyone approachable.Many small businesses with opportunities and interesting shared projects., Smaller companies do not always start a Flighing start.Little search in the beginning.",4.0,glassdoor,positive,0.08333333333333333,positive,75,75,0.0,0.712,0.288,0.7717,positive,0.01741558499634266,0.22991983592510223,0.7526645660400391
282,cronos,07/05/2018,"Many career opportunities, no particular diploma required, almost always commercial vehicle, good remuneration, ..., if you are sent to customers, you sometimes have been with the same customer for years",4.0,glassdoor,positive,0.22333333333333333,positive,75,75,0.063,0.778,0.159,0.5106,positive,0.014522742480039597,0.22554604709148407,0.759931206703186
283,cronos,14/11/2017,"Campus feeling in Kontich many satellite offices so that you can happen to mobility problems, many companies within the company",3.0,glassdoor,positive,0.5,positive,50,75,0.122,0.811,0.068,-0.296,negative,0.17387408018112183,0.756828248500824,0.06929764151573181
284,cronos,05/11/2017,"Open corporate culture Despite the size of the company, a personal approach -related management deployment is rewarded, sometimes a rather chaotic number of government project organization can be more professional",5.0,glassdoor,positive,0.09999999999999999,positive,100,75,0.098,0.765,0.138,0.0772,positive,0.04245462641119957,0.5012978911399841,0.45624756813049316
285,cronos,17/10/2017,"Many extralegal benefits such as organized family weekend, ski weekend, working with contracts of 38 hours, so you really have few vacation days",4.0,glassdoor,positive,0.12499999999999999,positive,75,75,0.0,0.894,0.106,0.3818,positive,0.006768145132809877,0.10546066612005234,0.8877711892127991
286,cronos,01/08/2017,"Invest a lot in people and developing their growth potential, environment with many opportunities and possibilities, long-term vision, private company, a lot of personal freedom in the interpretation of the tasks, own initiative is appreciated and encouraged, warm people-oriented environment (feels like oneLarge family), not the best payer (although you get a lot in place), more transparency is allowed, not a great company for people who need a lot of structure and guidance (although that depends on where you end up within Cronos)",5.0,glassdoor,positive,0.3,positive,100,75,0.069,0.706,0.224,0.9176,positive,0.03912200406193733,0.29792162775993347,0.6629564762115479
287,cronos,27/07/2017,"+ Accelerator and Broeing Fair for Tech Talent + Informal Atmosphere + Company in full growth + Incredibly strong network organization of and for entrepreneurs + a lot of attention for Work-Life Balance and Health at Work + Fast Time-2-Market of new concepts and products + absolutely non-risk-Avers, so you can get started quickly with Bleeding Edge Technologies + Correct Salaris package with a lot of attention for fringe benefits + flat structure and direct access to top management, - any company that grows so fast has difficulty adjusting its structure accordingly, and thatAlso notice here",5.0,glassdoor,positive,0.284366391184573,positive,100,75,0.028,0.807,0.165,0.9007,positive,0.0058865780010819435,0.11349783837795258,0.8806155920028687
288,cronos,25/04/2017,"Breed Inhouse Knowledge Many internal opportunities, Management Cultural Support can be better MEMPLE MANGENT POVES A lot of power to itself",3.0,glassdoor,positive,0.275,positive,50,75,0.0,0.675,0.325,0.802,positive,0.006571977864950895,0.2744157016277313,0.7190122604370117
289,cronos,07/09/2016,"Good breeding floor for future IT talent, a lot of internal experience and knowledge, less interesting remuneration and different mentality between sub -companies.",4.0,glassdoor,positive,0.1722222222222222,positive,75,75,0.0,0.701,0.299,0.7968,positive,0.02605811133980751,0.272569477558136,0.7013724446296692
290,cronos,11/08/2016,"Support employees, understanding in difficult situations, relaxed atmosphere with healthy stress at the right moments, open and social structure of company, extras that can be used outside of work, clear communication in time of crisis, we are looking for fast but fast butAlso sustainable solutions, new fresh ideas receive immediate support, sometimes disorderly situations, sometimes it stays with rapid solutions and the sustainable solution remains, because of the amount of groups and sister companies it is sometimes difficult to get an overview of what Cronos is doingis",4.0,glassdoor,positive,0.06295093795093794,positive,75,75,0.09,0.707,0.202,0.8658,positive,0.07042937725782394,0.5888920426368713,0.3406785726547241
291,cronos,10/08/2016,"A few handy extra legal benefits Many companies, so a lot of job choice in Kontich with the possibility of working on worker is done a lot for you in terms of paperwork, not easily accessible with public transport divide, there is a huge difference with the working methods of companies, even if they work together/they do the same",4.0,glassdoor,positive,0.14583333333333337,positive,75,75,0.034,0.858,0.108,0.521,positive,0.2135455161333084,0.658368706703186,0.12808579206466675
292,cronos,28/07/2016,"+ Open and young corporate culture+ competitive salary package with company car+ innovative business spirit+ a lot of autonomy, - Every company has its own working method",5.0,glassdoor,positive,0.24,positive,100,75,0.0,0.827,0.173,0.5574,positive,0.009479685686528683,0.3314747214317322,0.6590456366539001
293,cronos,03/05/2016,"The horizontal structure ensures that you get many opportunities.Although Cronos has become very large, you will keep the feeling of working for a startup., You have no mapped career path like at other companies.If you are looking for it, you better start elsewhere.",5.0,glassdoor,positive,0.2883928571428571,positive,100,75,0.047,0.807,0.146,0.5719,positive,0.012738878838717937,0.19925054907798767,0.7880105376243591
294,cronos,27/02/2016,"- Horizontal structure small groups that share an expertise- good contact with management when you are present in headquarters, when you work for a long time as a consultant, it can be more difficult to have good contact with the home base.",5.0,glassdoor,positive,0.03749999999999998,positive,100,75,0.061,0.764,0.175,0.6378,positive,0.07013332098722458,0.7560903429985046,0.17377632856369019
295,cronos,08/02/2016,"- Large ecosystem with many competencies present throughout the group.- No management culture, so that top managers are also easily accessible.- Overview by many group companies is sometimes lost. You have to stand up for yourself.Gray mice get stuck at the same level. Consultancy world revolves around remuneration, cars, time sheets, ...- Great course of consultants due to too little involvement.",4.0,glassdoor,positive,0.2576785714285714,positive,75,75,0.094,0.782,0.124,0.4728,positive,0.23623690009117126,0.6253001093864441,0.1384630650281906
296,cronos,05/02/2016,"Flat Hierarchy, without too much official hassle. ""Ordinary"" people without placing themselves above others. Technically very competent employees., Freagmented, competitive for themselves. Sum weak engagement from sales to your own consultants., few growth opportunities.",3.0,glassdoor,positive,0.07500000000000001,positive,50,75,0.067,0.645,0.288,0.8221,positive,0.4008154571056366,0.49070701003074646,0.10847751796245575
297,cronos,6/12/2018,great employer. Started working straight out of school and still satisfied 10 years later,5.0,facebook,positive,0.375,positive,100,75,0.0,0.556,0.444,0.8316,positive,0.005987569689750671,0.021908650174736977,0.9721037745475769
298,cronos,6/10/2018,"
very dynamic group, all companies are inspired by their founder!",5.0,facebook,neutral,0.0,positive,100,50,0.0,0.556,0.444,0.7495,positive,0.006939372513443232,0.10619109123945236,0.8868695497512817
299,cronos,9/12/2017,"
Cronos isn't in the news much because it's going so well",5.0,facebook,positive,0.2,positive,100,75,0.0,0.785,0.215,0.4101,positive,0.05144476890563965,0.20012854039669037,0.748426616191864
300,cronos,19/10/2016,"
It's fantastic how De Cronos Groep supports entrepreneurship.",5.0,facebook,positive,0.4,positive,100,75,0.0,0.496,0.504,0.7269,positive,0.004626319278031588,0.024661967530846596,0.9707117080688477
301,cronos,28/04/2020,Very nice office building and a great place to work,4.0,google,positive,0.79,positive,75,75,0.0,0.493,0.507,0.8016,positive,0.0036472270730882883,0.012469138018786907,0.983883798122406
302,cronos,28/06/2021,"Great place, great people!",5.0,google,positive,0.9,positive,100,75,0.0,0.191,0.809,0.8588,positive,0.0064498684369027615,0.012370185926556587,0.9811800718307495
303,cronos,28/04/2017,Great work environment. All very smart people.,5.0,google,positive,0.5392857142857144,positive,100,75,0.0,0.413,0.587,0.796,positive,0.007367495913058519,0.01490876730531454,0.9777236580848694
304,cronos,28/04/2019,Lots of talented people in once place.,5.0,google,positive,0.7,positive,100,75,0.0,0.645,0.355,0.5106,positive,0.006155482027679682,0.034943196922540665,0.9589012861251831
305,cronos,28/04/2019,One big family of creative people,5.0,google,positive,0.25,positive,100,75,0.0,0.633,0.367,0.4404,positive,0.005968601908534765,0.062163885682821274,0.9318673610687256
306,cronos,28/04/2018,Very good workplace for IT.,5.0,google,positive,0.9099999999999999,positive,100,75,0.0,0.556,0.444,0.4927,positive,0.0036551314406096935,0.017480505630373955,0.978864312171936
307,cronos,28/04/2018,Great place to work.,5.0,google,positive,0.8,positive,100,75,0.0,0.423,0.577,0.6249,positive,0.005956652108579874,0.02012331597507,0.9739199876785278
308,cronos,28/04/2020,Cool office location,4.0,google,positive,0.35,positive,75,75,0.0,0.465,0.535,0.3182,positive,0.007213301956653595,0.11347422003746033,0.8793125152587891
309,cronos,28/04/2017,Only finding the right office is a challenge.,5.0,google,positive,0.14285714285714285,positive,100,75,0.0,0.822,0.178,0.0772,positive,0.40692102909088135,0.5268674492835999,0.06621157377958298
310,cronos,28/04/2021,TOP IT-firma !,5.0,google,positive,0.625,positive,100,75,0.0,0.261,0.739,0.4263,positive,0.01073816791176796,0.19846485555171967,0.7907969951629639
311,cronos,28/04/2021,The Best,5.0,google,positive,1.0,positive,100,100,0.0,0.192,0.808,0.6369,positive,0.009724543429911137,0.04915770888328552,0.9411177039146423
312,cronos,28/04/2019,Best Place to Work,5.0,google,positive,1.0,positive,100,100,0.0,0.417,0.583,0.6369,positive,0.005513930693268776,0.060520369559526443,0.9339657425880432
313,cronos,28/04/2021,Super service,5.0,google,positive,0.3333333333333333,positive,100,75,0.0,0.204,0.796,0.5994,positive,0.02050090581178665,0.07411869615316391,0.9053803086280823
314,cronos,28/04/2019,My employer,5.0,google,neutral,0.0,positive,100,50,0.0,1.0,0.0,0.0,neutral,0.18622027337551117,0.7151214480400085,0.09865826368331909
315,cronos,28/01/2022," Founded in 1991, De Cronos Groep has evolved from a one-man company to a larger group with 7,000 employees. Originally, the group was founded for and by technology people with the explicit intention of helping those people grow, if desired, up to and including entrepreneurship.
 In the meantime, this mission statement has been broadened and the group has been enriched with people from the creative sector who communicate well with the 'business people' and who work perfectly together with De Cronos Groep IT people to arrive at the most creative and technologically best solution for customers. .
 The group is therefore continuously looking for creative, driven people and is always willing to listen to innovative ideas from potential entrepreneurs.
",5.0,google,positive,0.4659090909090909,positive,100,75,0.0,0.787,0.213,0.9792,positive,0.009280559606850147,0.500452995300293,0.490266352891922
316,cronos,28/04/2020," Surprise our loyal IT partners, voila! You will no longer forget Colleagues 2.0 :-) # ICT @ themovies
",5.0,google,positive,0.4583333333333333,positive,100,75,0.179,0.481,0.34,0.5707,positive,0.001430318458005786,0.01202142983675003,0.9865481853485107
317,cronos,21/04/2022,"
Very friendly people!",5.0,google,positive,0.609375,positive,100,75,0.0,0.346,0.654,0.5838,positive,0.012830283492803574,0.031912561506032944,0.95525723695755
318,cronos,28/04/2021," Very friendly, pleasant people, warmly welcomed and felt very welcome and in the right way motivated to go all the way because should there be something not clear they will be there to support and encourage me to to redo an extra online ""training"" so that it is also properly mastered.
",5.0,google,positive,0.3820684523809524,positive,100,75,0.032,0.612,0.356,0.9693,positive,0.011514413170516491,0.05947837978601456,0.9290072321891785
319,cronos,28/12/2021," A top-notch IT company, many employees and a family atmosphere.
",5.0,google,positive,0.75,positive,100,75,0.0,1.0,0.0,0.0,neutral,0.007654209621250629,0.03653855621814728,0.9558073878288269
320,cronos,28/04/2021," Cronos helps you with any IT question. Trustworthy partner.
",5.0,google,neutral,0.0,positive,100,50,0.0,0.53,0.47,0.7351,positive,0.009151930920779705,0.09311896562576294,0.8977289795875549
321,cronos,28/4/2019,"Here, business is driven for young and old by innovative, high-tech companies!
",3.0,google,positive,0.27499999999999997,positive,50,75,0.0,0.775,0.225,0.4926,positive,0.0034472302068024874,0.054971564561128616,0.941581130027771
322,cronos,28/04/2020,"Having worked for Cronos for 7 years, it really can't say a bad word about it
",5.0,google,negative,-0.24999999999999992,positive,100,25,0.0,0.807,0.193,0.4791,positive,0.1932787299156189,0.5120436549186707,0.29467758536338806
323,cronos,28/04/2019,"The company I work for. Always liked working here!
",5.0,google,positive,0.75,positive,100,75,0.0,0.694,0.306,0.4753,positive,0.004631660878658295,0.017443353310227394,0.9779248237609863
324,cronos,28/12/2021,hacked,1.0,google,neutral,0.0,negative,0,50,1.0,0.0,0.0,-0.4019,negative,0.2972794473171234,0.6254677176475525,0.07725279033184052
325,cronos,28/04/2017,The New Silicon Valley,5.0,google,positive,0.13636363636363635,positive,100,75,0.0,1.0,0.0,0.0,neutral,0.13604147732257843,0.6719551086425781,0.19200341403484344
326,cronos,28/04/2019,"Busy people, little feedback. They promise a lot, but don't deliver.",2.0,google,negative,-0.04375,negative,25,25,0.0,0.856,0.144,0.1326,positive,0.8793725967407227,0.10814720392227173,0.01247994601726532
327,cronos,28/04/2020,Very cool project. lots of inspiration. Top!,5.0,google,positive,0.54,positive,100,75,0.0,0.331,0.669,0.7955,positive,0.007713599130511284,0.013832654803991318,0.9784538745880127
328,cronos,28/04/2020,Largest and best IT company in Belgium,5.0,google,positive,1.0,positive,100,100,0.0,0.588,0.412,0.6369,positive,0.004322257824242115,0.09080209583044052,0.9048756957054138
329,cronos,28/04/2017,"As far as I'm concerned, the best employer in Belgium",5.0,google,positive,0.55,positive,100,75,0.0,0.682,0.318,0.6369,positive,0.005104753654450178,0.04424780607223511,0.9506474137306213
330,cronos,28/04/2021,Enterprising and innovative company!,5.0,google,positive,0.625,positive,100,75,0.0,0.236,0.764,0.7574,positive,0.00884185079485178,0.026811417192220688,0.9643465876579285
331,cronos,28/04/2018,Good vision and working environment,5.0,google,positive,0.7,positive,100,75,0.0,0.38,0.62,0.5994,positive,0.011119061149656773,0.07766038924455643,0.9112205505371094
332,cronos,28/04/2019,Group of many small firms,3.0,google,positive,0.125,positive,50,75,0.0,1.0,0.0,0.0,neutral,0.04510272666811943,0.7973102331161499,0.15758703649044037
333,cronos,28/04/2018,Very friendly service,5.0,google,positive,0.48750000000000004,positive,100,75,0.0,0.364,0.636,0.5413,positive,0.027230732142925262,0.07878533005714417,0.8939839601516724
334,cronos,28/04/2021,Top employer!,5.0,google,positive,0.625,positive,100,75,0.0,0.323,0.677,0.2714,positive,0.006839669309556484,0.032409779727458954,0.9607505202293396
335,cronos,28/04/2018,Nice dynamics,5.0,google,positive,0.6,positive,100,75,0.0,0.0,1.0,0.5994,positive,0.022920886054635048,0.11192823946475983,0.8651508092880249
336,cronos,28/04/2018,Nice welcome,4.0,google,positive,0.7,positive,75,75,0.0,0.0,1.0,0.7003,positive,0.016046153381466866,0.058893654495477676,0.9250603318214417
337,cronos,28/04/2020,Very nice office building and a great place to work,4.0,google,positive,0.79,positive,75,75,0.0,0.493,0.507,0.8016,positive,0.0036472270730882883,0.012469138018786907,0.983883798122406
338,cronos,28/08/2021,"Great place, great people!",5.0,google,positive,0.9,positive,100,75,0.0,0.191,0.809,0.8588,positive,0.0064498684369027615,0.012370185926556587,0.9811800718307495
339,cronos,28/04/2017,Great work environment. All very smart people,5.0,google,positive,0.5392857142857144,positive,100,75,0.0,0.413,0.587,0.796,positive,0.007515095639973879,0.015341229736804962,0.9771436452865601
340,cronos,28/04/2019,Lots of talented people in once place.,5.0,google,positive,0.7,positive,100,75,0.0,0.645,0.355,0.5106,positive,0.006155482027679682,0.034943196922540665,0.9589012861251831
341,cronos,28/04/2019,One big family of creative people,5.0,google,positive,0.25,positive,100,75,0.0,0.633,0.367,0.4404,positive,0.005968601908534765,0.062163885682821274,0.9318673610687256
342,cronos,28/04/2018,Very good workplace for IT.,5.0,google,positive,0.9099999999999999,positive,100,75,0.0,0.556,0.444,0.4927,positive,0.0036551314406096935,0.017480505630373955,0.978864312171936
343,cronos,28/04/2018,Great place to work.,5.0,google,positive,0.8,positive,100,75,0.0,0.423,0.577,0.6249,positive,0.005956652108579874,0.02012331597507,0.9739199876785278
344,cronos,28/04/2020,Cool office location,4.0,google,positive,0.35,positive,75,75,0.0,0.465,0.535,0.3182,positive,0.007213301956653595,0.11347422003746033,0.8793125152587891
345,cronos,28/04/2017,Only finding the right office is a challenge.,5.0,google,positive,0.14285714285714285,positive,100,75,0.0,0.822,0.178,0.0772,positive,0.40692102909088135,0.5268674492835999,0.06621157377958298
346,cronos,28/04/2021,TOP IT-firma !,5.0,google,positive,0.625,positive,100,75,0.0,0.261,0.739,0.4263,positive,0.01073816791176796,0.19846485555171967,0.7907969951629639
347,cronos,28/04/2021,The Best,5.0,google,positive,1.0,positive,100,100,0.0,0.192,0.808,0.6369,positive,0.009724543429911137,0.04915770888328552,0.9411177039146423
348,cronos,28/04/2019,Best Place to Work,5.0,google,positive,1.0,positive,100,100,0.0,0.417,0.583,0.6369,positive,0.005513930693268776,0.060520369559526443,0.9339657425880432
349,cronos,28/04/2021,Super service,5.0,google,positive,0.3333333333333333,positive,100,75,0.0,0.204,0.796,0.5994,positive,0.02050090581178665,0.07411869615316391,0.9053803086280823
350,cronos,28/04/2019,My employer,5.0,google,neutral,0.0,positive,100,50,0.0,1.0,0.0,0.0,neutral,0.18622027337551117,0.7151214480400085,0.09865826368331909
351,cronos,17/7/2017,"
Fun Work culture and office but job security is an issue. Fun Work culture and Good Place to gain knowledge but job security is an issue , if you are in an location then you are good and safe if not then it will be difficult. Fun Work culture and Good Place to gain knowledge but job security is an issue , if you are in an location then you are good and safe if not then it will be difficult. Good work culture Management is not good Management is not good",4.0,indeed,positive,0.26428571428571435,positive,75,75,0.046,0.501,0.453,0.9959,positive,0.5503223538398743,0.38503700494766235,0.06464064121246338
352,cronos,18/11/2021,"Great. Me, I've been with the company for a year, it's great, the salary on a uniform day is very good, the bosses came to the school where I work. Me, I've been with the company for a year, it's great, the salary on a uniform day is very good, the bosses came to the school where I work. Excellent Nothing. Anything .",5.0,indeed,positive,0.87,positive,100,75,0.0,0.691,0.309,0.9732,positive,0.00641199154779315,0.036803558468818665,0.9567845463752747
353,cronos,16/3/2021,"
Pleasant atmosphere Very good job especially for those looking for a first job Very good job especially for those looking for a first job Tips You have to be careful when you rest You have to be careful when you rest",5.0,indeed,positive,0.31703703703703695,positive,100,75,0.0,0.725,0.275,0.8976,positive,0.0056808339431881905,0.03711884096264839,0.9572002291679382
354,cronos,23/11/2019,Relaxed work environment Good atmosphere and with attention to the worker and their needs. Most of the jobs have to be moved and the cost of travel is not paid Good atmosphere and with attention to the worker and their needs. Most of the jobs have to be moved and travel expenses are not paid Good communication Little work Little work,5.0,indeed,positive,0.38928571428571423,positive,100,75,0.0,0.827,0.173,0.8979,positive,0.15958251059055328,0.5430310964584351,0.29738649725914
355,cronos,21/8/2019,"
very good work environment a very good company and attentive to the employees in all senses a very good company and attentive to the employees in all senses",5.0,indeed,positive,0.706,positive,100,75,0.0,0.706,0.294,0.8618,positive,0.006111370399594307,0.0353856235742569,0.9585028886795044
356,cronos,11/1/2018,"
Pleasant to work It was good to have this experience, pleasant company to work It was good to have this experience, pleasant company to work",4.0,indeed,positive,0.72,positive,75,75,0.0,0.56,0.44,0.9403,positive,0.0033672871068120003,0.020353354513645172,0.9762792587280273
357,cronos,28/4/2017,"Company not responsible Company not responsible. I learned a lot, but there is no commitment to an employee. Company not responsible. I learned a lot, but there is no commitment to an employee.",1.0,indeed,negative,-0.10000000000000002,negative,0,25,0.276,0.553,0.171,-0.2971,negative,0.8469810485839844,0.14115165174007416,0.011867232620716095
358,cronos,7/1/2015,"
pleasant as it was my first job have nothing to complain about and a very good large company to work for. as it was my first job, I have nothing to complain about and a very good company to work for. meal at the company",5.0,indeed,positive,0.5446031746031745,positive,100,75,0.0,0.727,0.273,0.917,positive,0.010448135435581207,0.044626541435718536,0.9449252486228943
359,cronos,9/7/2014,"QUIET WORKING ENVIRONMENT A LITTLE YEARS HAVE PASSED, BUT THE THING THAT HAS REMAINED OF THIS COMPANY IS THAT IT HAS MADE ME UNDERSTAND THAT UNTIL IT'S YOUR MOMENT YOU CAN DO EVERYTHING YOU WANT, WHEN FALL IN LOVE ALSO IF YOU DO YOUR JOB WELL NOBODY WILL CONSIDER YOU A LITTLE YEARS PASSED, BUT THE THING THAT HAS REMAINED OF THIS COMPANY IS THAT IT HAS MADE ME UNDERSTAND THAT AS LONG IT IS YOUR TIME YOU CAN DO EVERYTHING YOU WANT, WHEN FALL IN LOVE PASSES EVEN IF YOU DO YOUR JOB WELL NO ONE WILL CONSIDER YOU",3.0,indeed,positive,0.09583333333333333,positive,50,75,0.025,0.801,0.174,0.9517,positive,0.0247897207736969,0.3427374064922333,0.6324728727340698
360,cronos,16/6/2014,"particular working environment not very welcoming but stimulating work even if difficult and above all little organization on the part of the staff, fairly democratic pay (no VAT number) but too much instability not very welcoming but stimulating although difficult work and above all little organization on the part of the staff, it pays enough democratic (no VAT) but too much instability immediate work too much confusion too much confusion",5.0,indeed,positive,0.006111111111111108,positive,100,75,0.214,0.69,0.096,-0.8154,negative,0.6952580213546753,0.28430747985839844,0.02043452486395836
361,cronos,23/4/2014,"
Great place to learn Lots of professionals who allowed me to learn the basics and then move on. Lots of professionals who allowed me to learn the basics and then continue on my way.",5.0,indeed,positive,0.8,positive,100,75,0.0,0.889,0.111,0.6249,positive,0.008430284447968006,0.10994766652584076,0.8816220164299011
362,cronos,4/3/2014,"good good, I think they are happy with what I did for the company and with my work done. good, I think they are happy with what I do for the company and with my work done.",5.0,indeed,positive,0.74,positive,100,75,0.0,0.635,0.365,0.9442,positive,0.004795026499778032,0.028923604637384415,0.9662812948226929
363,cronos,15/11/2013,"
flexible work environment work in raf with half-day shifts work in raf with half-day shifts to manage critical cases sometimes tense relationships with colleagues sometimes tense relationships with colleagues",4.0,indeed,negative,-0.2222222222222222,positive,75,25,0.209,0.735,0.056,-0.6369,negative,0.08992650359869003,0.8291083574295044,0.08096504956483841
364,cronos,29/10/2019,"Top employer with attention to the person behind the employee Atmosphere, flexibility and taking into account the home situation are the best qualities. Everyone counts here! Really can't find anything negative to say about This employer! Everything positive",5.0,stepstone,positive,0.19204545454545455,positive,100,75,0.0,0.679,0.321,0.9391,positive,0.011838949285447598,0.04941016435623169,0.9387509822845459
365,cronos,18/05/2017,"Collections Home work, flexible hours, car, freedom Atmosphere between colleagues, better management",3.0,stepstone,positive,0.5,positive,50,75,0.0,0.5,0.5,0.8402,positive,0.015285682864487171,0.5576452016830444,0.42706912755966187
366,cronos,15/03/2016,"
springboard for my professional career Autonomy, working atmosphere, flexible hours information and internal communication",4.0,stepstone,positive,0.05,positive,75,75,0.0,0.872,0.128,0.2263,positive,0.01619969867169857,0.799153208732605,0.1846471130847931
367,cronos,04/06/2018,"
CRONOS International Flexible hours, Salary, Continuous training, Company stability A little more regular contact with staff to take stock of the work level (Appraisal report)",5.0,stepstone,positive,0.078125,positive,100,75,0.0,0.924,0.076,0.2263,positive,0.011069243773818016,0.7413412928581238,0.24758942425251007
368,cronos,30/05/2018,"
Fascinating career at Cronos. Happy employee for more than 10 years! No nonsense culture, flexibility, pleasant working atmosphere, sufficient challenges Nothing for me. It's perfectly like that.",5.0,stepstone,positive,0.7716666666666667,positive,100,75,0.111,0.408,0.481,0.9459,positive,0.005208410322666168,0.01464868988841772,0.9801427721977234
369,cronos,29/05/2018,"
Top Company to work Work atmosphere, flexible working hours, commuting, nice job Work-life balance of colleagues",5.0,stepstone,positive,0.55,positive,100,75,0.0,0.667,0.333,0.6705,positive,0.006124600302428007,0.04531782865524292,0.9485575556755066
370,cronos,29/05/2018,"
Pleasant cooperation as a whole I think the concept of a large cluster with many small specialized companies that work well together is great and it has certainly already proved its worth. I don't expect much improvement. It is said that you will not earn the most with Cronos.",5.0,stepstone,positive,0.3411904761904762,positive,100,75,0.045,0.705,0.25,0.8839,positive,0.026315508410334587,0.16173426806926727,0.8119502067565918
371,cronos,24/05/2018,Working at Cronos (RMC)	Atmosphere and colleagues. Salary and advantages.	Trainings are mainly on the job. Would like to have more opportunities to follow official courses		,3.0,stepstone,positive,0.3333333333333333,positive,50,75,0.0,0.745,0.255,0.7841,positive,0.0327642448246479,0.7075873017311096,0.2596484422683716
372,cronos,23/05/2018,"
Top company for enterprising IT consultants work atmosphere management structure salary colleagues appreciation files training career guidance working hours leave",5.0,stepstone,positive,0.5,positive,100,75,0.047,0.625,0.328,0.802,positive,0.021028684452176094,0.5052919983863831,0.47367942333221436
373,cronos,25/05/2018,"
reviewing last job The challenges in the projects assigned Nothing specific, it was ok",4.0,stepstone,positive,0.16666666666666666,positive,75,75,0.0,0.774,0.226,0.3612,positive,0.05742061883211136,0.33234891295433044,0.6102304458618164
374,cronos,17/05/2018,"
Enjoyable work, little challenge Flexibility and remuneration Career opportunities and better development of employees",3.0,stepstone,positive,0.2708333333333333,positive,50,75,0.0,0.438,0.562,0.8601,positive,0.012685711495578289,0.09092048555612564,0.8963937163352966
375,cronos,13/04/2022,"The atmosphere in the office is great.. This obviously from the team we are part of...
Evolution within the company, not very faithful to their promises.",5.0,stepstone,positive,0.23333333333333336,positive,100,75,0.09,0.821,0.089,-0.0059,neutral,0.01909191906452179,0.07974211871623993,0.9011659026145935
376,cronos,04/05/2022,"That non-compete clause is included so that you cannot sideline Cronos as an intermediary and start working directly with the end customer. I also thought that the wording in the ""standard contract"" was far too general, so I had it adapted so that only direct customers of the subsidiary I belong to apply to this.",3,beyondgaming,positive,0.05833333333333333,positive,50,75,0.0,1.0,0.0,0.0,neutral,0.5214652419090271,0.4592103958129883,0.019324397668242455
377,cronos,04/05/2022,"That was not the case with my current intermediary. But I'm also like yeah don't put it in there. I also had a conversation with a lawyer from cronos, who didn't know exactly what was in the contract.

I still had a bad feeling about the contract itself and yes I got myself into some trouble with that because I had already canceled my current one.",3,beyondgaming,negative,-0.12999999999999998,positive,50,25,0.114,0.73,0.156,0.2617,positive,0.7303751707077026,0.25828656554222107,0.011338304728269577
378,cronos,04/05/2022,"I had them for half a year as an intermediate company. They pay punctually, so that's no problem. The only thing I thought was wrong is that they have brought the payment term to 2 months because of Corona.

My contract said something like ""if the customer breaks the contract with Cronos, the contract with the service provider will be terminated immediately without notice"". I had that adjusted to ""with the normally applicable notice period"". After all, their contracts aren't that bad, are they?",3,beyondgaming,negative,-0.24333333333333326,positive,50,25,0.113,0.827,0.061,-0.5562,negative,0.2133617103099823,0.6415479779243469,0.14509043097496033
379,cronos,31/03/2021,This isn't about Cronos. But do you mean my new or old salary package? Because I have already heard that they are not always the best payers at Cronos.,3,beyondgaming,positive,0.23096590909090908,positive,50,75,0.144,0.856,0.0,-0.6759,negative,0.664812445640564,0.3182176947593689,0.01696985960006714
